date,year,temperature,min_temperature,max_temperature,season_year,season,day_in_season
1868-06-20,1868,22.0,16.5,,1868,3,20
1868-06-21,1868,20.8,15.7,,1868,3,21
1868-06-22,1868,21.6,16.1,,1868,3,22
1868-06-23,1868,21.0,17.7,,1868,3,23
1868-06-24,1868,17.2,12.7,,1868,3,24
1868-06-25,1868,20.7,13.8,,1868,3,25
1868-06-26,1868,22.2,18.5,,1868,3,26
1868-06-27,1868,21.6,16.3,,1868,3,27
1868-06-28,1868,21.0,15.8,,1868,3,28
1868-06-29,1868,19.3,15.3,,1868,3,29
1868-06-30,1868,18.3,13.5,,1868,3,30
1868-07-01,1868,16.0,13.2,,1868,3,31
1868-07-02,1868,16.0,10.5,,1868,3,32
1868-07-03,1868,14.9,13.5,,1868,3,33
1868-07-04,1868,15.3,12.5,,1868,3,34
1868-07-05,1868,14.7,12.5,,1868,3,35
1868-07-06,1868,14.0,12.1,,1868,3,36
1868-07-07,1868,16.0,9.5,,1868,3,37
1868-07-08,1868,15.7,8.8,,1868,3,38
1868-07-09,1868,17.0,8.7,,1868,3,39
1868-07-10,1868,17.7,12.9,,1868,3,40
1868-07-11,1868,20.2,14.5,,1868,3,41
1868-07-12,1868,22.7,14.6,,1868,3,42
1868-07-13,1868,19.1,17.2,,1868,3,43
1868-07-14,1868,20.5,13.9,,1868,3,44
1868-07-15,1868,18.7,13.9,,1868,3,45
1868-07-16,1868,19.8,14.4,,1868,3,46
1868-07-17,1868,20.6,15.8,,1868,3,47
1868-07-18,1868,22.7,16.9,,1868,3,48
1868-07-19,1868,23.2,16.2,,1868,3,49
1868-07-20,1868,23.7,18.5,,1868,3,50
1868-07-21,1868,23.7,17.5,,1868,3,51
1868-07-22,1868,25.5,17.6,,1868,3,52
1868-07-23,1868,25.9,20.9,,1868,3,53
1868-07-24,1868,23.5,,,1868,3,54
1868-07-25,1868,24.0,,,1868,3,55
1868-07-26,1868,25.2,,,1868,3,56
1868-07-27,1868,25.4,,,1868,3,57
1868-07-28,1868,22.9,,,1868,3,58
1868-07-29,1868,18.2,,,1868,3,59
1868-07-30,1868,17.8,,,1868,3,60
1868-07-31,1868,21.2,,,1868,3,61
1868-08-01,1868,19.4,15.8,,1868,3,62
1868-08-02,1868,18.5,12.1,,1868,3,63
1868-08-03,1868,19.4,11.5,,1868,3,64
1868-08-04,1868,21.5,12.1,,1868,3,65
1868-08-05,1868,18.2,15.5,,1868,3,66
1868-08-06,1868,20.9,15.3,,1868,3,67
1868-08-07,1868,22.6,17.0,,1868,3,68
1868-08-08,1868,23.7,17.5,,1868,3,69
1868-08-09,1868,24.2,17.2,,1868,3,70
1868-08-10,1868,24.5,18.8,,1868,3,71
1868-08-11,1868,23.2,17.6,,1868,3,72
1868-08-12,1868,19.9,18.3,,1868,3,73
1868-08-13,1868,20.3,17.0,,1868,3,74
1868-08-14,1868,19.3,16.5,,1868,3,75
1868-08-15,1868,21.7,16.7,,1868,3,76
1868-08-16,1868,22.1,17.0,,1868,3,77
1868-08-17,1868,19.1,15.7,,1868,3,78
1868-08-18,1868,19.5,16.5,,1868,3,79
1868-08-19,1868,18.3,16.5,,1868,3,80
1868-08-20,1868,17.0,13.9,,1868,3,81
1868-08-21,1868,17.2,14.3,,1868,3,82
1868-08-22,1868,17.2,14.7,,1868,3,83
1868-08-23,1868,16.0,14.0,,1868,3,84
1868-08-24,1868,16.4,13.0,,1868,3,85
1868-08-25,1868,15.2,13.0,,1868,3,86
1868-08-26,1868,15.8,7.9,,1868,3,87
1868-08-27,1868,16.0,8.3,,1868,3,88
1868-08-28,1868,16.6,10.4,,1868,3,89
1868-08-29,1868,13.9,7.5,,1868,3,90
1868-08-30,1868,11.9,9.7,,1868,3,91
1868-08-31,1868,15.2,6.9,,1868,3,92
1868-09-01,1868,17.3,10.1,,1868,4,1
1868-09-02,1868,17.0,10.0,,1868,4,2
1868-09-03,1868,18.1,10.5,,1868,4,3
1868-09-04,1868,20.0,12.1,,1868,4,4
1868-09-05,1868,20.7,14.0,,1868,4,5
1868-09-06,1868,19.9,11.8,,1868,4,6
1868-09-07,1868,18.6,11.1,,1868,4,7
1868-09-08,1868,19.0,11.5,,1868,4,8
1868-09-09,1868,17.5,9.2,,1868,4,9
1868-09-10,1868,17.1,9.2,,1868,4,10
1868-09-11,1868,18.2,11.0,,1868,4,11
1868-09-12,1868,17.7,11.5,,1868,4,12
1868-09-13,1868,16.3,10.6,,1868,4,13
1868-09-14,1868,13.0,11.0,,1868,4,14
1868-09-15,1868,15.8,11.3,,1868,4,15
1868-09-16,1868,14.6,11.5,,1868,4,16
1868-09-17,1868,17.8,9.6,,1868,4,17
1868-09-18,1868,16.4,11.3,,1868,4,18
1868-09-19,1868,15.7,9.9,,1868,4,19
1868-09-20,1868,15.5,10.5,,1868,4,20
1868-09-21,1868,15.5,10.5,,1868,4,21
1868-09-22,1868,13.6,13.0,,1868,4,22
1868-09-23,1868,13.9,11.4,,1868,4,23
1868-09-24,1868,14.8,9.3,,1868,4,24
1868-09-25,1868,17.7,13.9,,1868,4,25
1868-09-26,1868,16.4,12.5,,1868,4,26
1868-09-27,1868,14.9,12.6,,1868,4,27
1868-09-28,1868,15.1,10.8,,1868,4,28
1868-09-29,1868,16.7,11.5,,1868,4,29
1868-09-30,1868,14.9,12.8,,1868,4,30
1868-10-01,1868,14.6,12.3,,1868,4,31
1868-10-02,1868,13.5,10.5,,1868,4,32
1868-10-03,1868,13.4,10.0,,1868,4,33
1868-10-04,1868,10.1,7.9,,1868,4,34
1868-10-05,1868,9.1,6.5,,1868,4,35
1868-10-06,1868,10.6,8.2,,1868,4,36
1868-10-07,1868,9.8,4.8,,1868,4,37
1868-10-08,1868,9.9,5.5,,1868,4,38
1868-10-09,1868,10.3,6.8,,1868,4,39
1868-10-10,1868,10.7,5.3,,1868,4,40
1868-10-11,1868,11.1,6.5,,1868,4,41
1868-10-12,1868,12.5,7.4,,1868,4,42
1868-10-13,1868,13.6,8.0,,1868,4,43
1868-10-14,1868,14.0,7.2,,1868,4,44
1868-10-15,1868,11.0,9.2,,1868,4,45
1868-10-16,1868,11.0,8.0,,1868,4,46
1868-10-17,1868,11.7,6.5,,1868,4,47
1868-10-18,1868,10.8,8.5,,1868,4,48
1868-10-19,1868,9.7,7.9,,1868,4,49
1868-10-20,1868,6.2,4.6,,1868,4,50
1868-10-21,1868,4.7,2.7,,1868,4,51
1868-10-22,1868,5.0,0.0,,1868,4,52
1868-10-23,1868,5.7,2.5,,1868,4,53
1868-10-24,1868,7.9,4.1,,1868,4,54
1868-10-25,1868,14.6,6.9,,1868,4,55
1868-10-26,1868,15.9,13.5,,1868,4,56
1868-10-27,1868,6.6,5.3,,1868,4,57
1868-10-28,1868,4.3,2.5,,1868,4,58
1868-10-29,1868,5.2,-1.2,,1868,4,59
1868-10-30,1868,7.6,5.5,,1868,4,60
1868-10-31,1868,7.4,5.9,,1868,4,61
1868-11-01,1868,5.8,1.1,,1868,4,62
1868-11-02,1868,6.5,1.1,,1868,4,63
1868-11-03,1868,8.0,0.0,,1868,4,64
1868-11-04,1868,9.4,1.5,,1868,4,65
1868-11-05,1868,8.7,6.0,,1868,4,66
1868-11-06,1868,3.7,2.3,,1868,4,67
1868-11-07,1868,0.8,-0.6,,1868,4,68
1868-11-08,1868,1.4,-0.5,,1868,4,69
1868-11-09,1868,1.3,-0.9,,1868,4,70
1868-11-10,1868,1.3,-0.5,,1868,4,71
1868-11-11,1868,2.1,-0.9,,1868,4,72
1868-11-12,1868,2.3,0.2,,1868,4,73
1868-11-13,1868,2.5,-0.2,,1868,4,74
1868-11-14,1868,0.8,-0.3,,1868,4,75
1868-11-15,1868,1.2,-2.1,,1868,4,76
1868-11-16,1868,-1.3,-3.8,,1868,4,77
1868-11-17,1868,-1.7,-6.5,,1868,4,78
1868-11-18,1868,-2.2,-6.1,,1868,4,79
1868-11-19,1868,-1.7,-6.2,,1868,4,80
1868-11-20,1868,-1.6,-4.7,,1868,4,81
1868-11-21,1868,-0.5,-3.5,,1868,4,82
1868-11-22,1868,1.7,-2.1,,1868,4,83
1868-11-23,1868,2.7,-1.1,,1868,4,84
1868-11-24,1868,4.8,1.5,,1868,4,85
1868-11-25,1868,3.7,1.5,,1868,4,86
1868-11-26,1868,3.9,0.5,,1868,4,87
1868-11-27,1868,1.8,0.3,,1868,4,88
1868-11-28,1868,1.2,-0.9,,1868,4,89
1868-11-29,1868,2.2,-0.6,,1868,4,90
1868-11-30,1868,2.0,0.5,,1868,4,91
1868-12-01,1868,0.7,-3.1,,1869,1,1
1868-12-02,1868,3.9,-0.5,,1869,1,2
1868-12-03,1868,5.8,2.9,,1869,1,3
1868-12-04,1868,7.1,4.6,,1869,1,4
1868-12-05,1868,9.5,2.6,,1869,1,5
1868-12-06,1868,12.7,9.8,,1869,1,6
1868-12-07,1868,13.2,8.7,,1869,1,7
1868-12-08,1868,12.6,9.1,,1869,1,8
1868-12-09,1868,8.3,6.5,,1869,1,9
1868-12-10,1868,4.4,0.1,,1869,1,10
1868-12-11,1868,6.6,2.0,,1869,1,11
1868-12-12,1868,9.1,7.4,,1869,1,12
1868-12-13,1868,6.1,3.2,,1869,1,13
1868-12-14,1868,4.3,2.1,,1869,1,14
1868-12-15,1868,5.7,1.7,,1869,1,15
1868-12-16,1868,8.1,5.1,,1869,1,16
1868-12-17,1868,5.4,3.3,,1869,1,17
1868-12-18,1868,4.0,0.7,,1869,1,18
1868-12-19,1868,6.2,3.0,,1869,1,19
1868-12-20,1868,3.9,0.1,,1869,1,20
1868-12-21,1868,5.8,2.1,,1869,1,21
1868-12-22,1868,10.4,5.4,,1869,1,22
1868-12-23,1868,8.1,6.4,,1869,1,23
1868-12-24,1868,9.1,5.9,,1869,1,24
1868-12-25,1868,8.5,4.9,,1869,1,25
1868-12-26,1868,3.9,1.5,,1869,1,26
1868-12-27,1868,8.3,-0.3,,1869,1,27
1868-12-28,1868,10.5,7.4,,1869,1,28
1868-12-29,1868,12.7,6.9,,1869,1,29
1868-12-30,1868,7.6,5.2,,1869,1,30
1868-12-31,1868,3.6,1.5,,1869,1,31
1869-01-01,1869,2.5,0.1,,1869,1,32
1869-01-02,1869,4.2,-1.2,,1869,1,33
1869-01-03,1869,5.8,2.1,,1869,1,34
1869-01-04,1869,4.3,1.7,,1869,1,35
1869-01-05,1869,3.9,-0.3,,1869,1,36
1869-01-06,1869,6.9,2.9,,1869,1,37
1869-01-07,1869,9.3,5.6,,1869,1,38
1869-01-08,1869,5.4,4.1,,1869,1,39
1869-01-09,1869,3.7,2.1,,1869,1,40
1869-01-10,1869,2.5,1.5,,1869,1,41
1869-01-11,1869,0.9,-0.9,,1869,1,42
1869-01-12,1869,-0.9,-3.8,,1869,1,43
1869-01-13,1869,-0.7,-2.8,,1869,1,44
1869-01-14,1869,-0.6,-3.4,,1869,1,45
1869-01-15,1869,0.8,-3.7,,1869,1,46
1869-01-16,1869,3.3,-0.7,,1869,1,47
1869-01-17,1869,2.4,-0.2,,1869,1,48
1869-01-18,1869,0.1,-0.4,,1869,1,49
1869-01-19,1869,-4.6,-6.3,,1869,1,50
1869-01-20,1869,-4.4,-7.5,,1869,1,51
1869-01-21,1869,-3.1,-6.8,,1869,1,52
1869-01-22,1869,-7.5,-8.7,,1869,1,53
1869-01-23,1869,-9.9,-13.5,,1869,1,54
1869-01-24,1869,-9.0,-12.7,,1869,1,55
1869-01-25,1869,-8.5,-12.5,,1869,1,56
1869-01-26,1869,-5.1,-11.6,,1869,1,57
1869-01-27,1869,0.7,-7.6,,1869,1,58
1869-01-28,1869,3.7,-0.2,,1869,1,59
1869-01-29,1869,5.1,0.4,,1869,1,60
1869-01-30,1869,5.0,1.9,,1869,1,61
1869-01-31,1869,6.2,1.6,,1869,1,62
1869-02-01,1869,9.3,4.5,,1869,1,63
1869-02-02,1869,7.4,5.5,,1869,1,64
1869-02-03,1869,8.5,3.5,,1869,1,65
1869-02-04,1869,9.3,7.2,,1869,1,66
1869-02-05,1869,6.1,2.5,,1869,1,67
1869-02-06,1869,5.1,0.5,,1869,1,68
1869-02-07,1869,5.0,-0.2,,1869,1,69
1869-02-08,1869,5.5,0.4,,1869,1,70
1869-02-09,1869,8.9,0.6,,1869,1,71
1869-02-10,1869,9.5,6.1,,1869,1,72
1869-02-11,1869,12.5,8.3,,1869,1,73
1869-02-12,1869,11.6,7.5,,1869,1,74
1869-02-13,1869,5.5,4.1,,1869,1,75
1869-02-14,1869,2.5,-2.7,,1869,1,76
1869-02-15,1869,4.5,1.2,,1869,1,77
1869-02-16,1869,4.7,-0.5,,1869,1,78
1869-02-17,1869,5.9,-0.2,,1869,1,79
1869-02-18,1869,5.1,0.9,,1869,1,80
1869-02-19,1869,6.7,2.0,,1869,1,81
1869-02-20,1869,6.2,3.6,,1869,1,82
1869-02-21,1869,5.9,3.3,,1869,1,83
1869-02-22,1869,6.1,3.7,,1869,1,84
1869-02-23,1869,4.9,3.4,,1869,1,85
1869-02-24,1869,4.3,3.0,,1869,1,86
1869-02-25,1869,2.8,1.1,,1869,1,87
1869-02-26,1869,7.0,-0.4,,1869,1,88
1869-02-27,1869,9.0,5.1,,1869,1,89
1869-02-28,1869,3.2,1.3,,1869,1,90
1869-03-01,1869,5.4,0.3,,1869,2,1
1869-03-02,1869,5.0,2.7,,1869,2,2
1869-03-03,1869,-0.2,-2.1,,1869,2,3
1869-03-04,1869,-1.2,-3.1,,1869,2,4
1869-03-05,1869,0.6,-4.5,,1869,2,5
1869-03-06,1869,2.4,0.5,,1869,2,6
1869-03-07,1869,-0.7,-2.9,,1869,2,7
1869-03-08,1869,-2.1,-6.5,,1869,2,8
1869-03-09,1869,-0.9,-4.9,,1869,2,9
1869-03-10,1869,2.3,-2.5,,1869,2,10
1869-03-11,1869,3.2,-1.0,,1869,2,11
1869-03-12,1869,0.8,-0.5,,1869,2,12
1869-03-13,1869,1.0,-1.8,,1869,2,13
1869-03-14,1869,2.1,-0.7,,1869,2,14
1869-03-15,1869,1.5,-0.4,,1869,2,15
1869-03-16,1869,1.5,-1.1,,1869,2,16
1869-03-17,1869,3.2,-0.3,,1869,2,17
1869-03-18,1869,3.4,-2.3,,1869,2,18
1869-03-19,1869,6.7,2.0,,1869,2,19
1869-03-20,1869,5.4,3.4,,1869,2,20
1869-03-21,1869,3.6,1.6,,1869,2,21
1869-03-22,1869,5.4,2.6,,1869,2,22
1869-03-23,1869,3.8,2.4,,1869,2,23
1869-03-24,1869,3.9,1.0,,1869,2,24
1869-03-25,1869,3.3,0.0,,1869,2,25
1869-03-26,1869,3.4,-2.4,,1869,2,26
1869-03-27,1869,3.1,1.1,,1869,2,27
1869-03-28,1869,0.6,-1.0,,1869,2,28
1869-03-29,1869,1.3,-7.0,,1869,2,29
1869-03-30,1869,3.5,0.1,,1869,2,30
1869-03-31,1869,3.8,-1.0,,1869,2,31
1869-04-01,1869,3.6,-0.5,,1869,2,32
1869-04-02,1869,7.0,2.2,,1869,2,33
1869-04-03,1869,6.1,1.2,,1869,2,34
1869-04-04,1869,5.1,3.6,,1869,2,35
1869-04-05,1869,5.9,-0.4,,1869,2,36
1869-04-06,1869,7.8,2.3,,1869,2,37
1869-04-07,1869,11.5,4.0,,1869,2,38
1869-04-08,1869,14.4,6.3,,1869,2,39
1869-04-09,1869,14.1,7.5,,1869,2,40
1869-04-10,1869,15.0,6.5,,1869,2,41
1869-04-11,1869,14.7,7.7,,1869,2,42
1869-04-12,1869,15.6,8.2,,1869,2,43
1869-04-13,1869,15.6,8.2,,1869,2,44
1869-04-14,1869,16.2,8.0,,1869,2,45
1869-04-15,1869,14.5,8.6,,1869,2,46
1869-04-16,1869,10.5,9.6,,1869,2,47
1869-04-17,1869,9.6,6.5,,1869,2,48
1869-04-18,1869,8.8,6.5,,1869,2,49
1869-04-19,1869,5.6,4.6,,1869,2,50
1869-04-20,1869,7.3,1.1,,1869,2,51
1869-04-21,1869,8.2,1.6,,1869,2,52
1869-04-22,1869,10.9,1.6,,1869,2,53
1869-04-23,1869,12.5,4.2,,1869,2,54
1869-04-24,1869,15.2,6.1,,1869,2,55
1869-04-25,1869,12.1,9.8,,1869,2,56
1869-04-26,1869,13.5,7.5,,1869,2,57
1869-04-27,1869,15.2,7.5,,1869,2,58
1869-04-28,1869,15.3,11.1,,1869,2,59
1869-04-29,1869,15.7,6.3,,1869,2,60
1869-04-30,1869,12.4,7.8,,1869,2,61
1869-05-01,1869,11.9,4.1,,1869,2,62
1869-05-02,1869,13.1,5.4,,1869,2,63
1869-05-03,1869,14.7,5.6,,1869,2,64
1869-05-04,1869,15.8,13.2,,1869,2,65
1869-05-05,1869,10.9,7.4,,1869,2,66
1869-05-06,1869,15.7,8.5,,1869,2,67
1869-05-07,1869,15.1,10.5,,1869,2,68
1869-05-08,1869,14.9,11.8,,1869,2,69
1869-05-09,1869,14.1,10.5,,1869,2,70
1869-05-10,1869,14.2,10.0,,1869,2,71
1869-05-11,1869,13.6,8.5,,1869,2,72
1869-05-12,1869,15.6,7.5,,1869,2,73
1869-05-13,1869,16.7,11.3,,1869,2,74
1869-05-14,1869,17.0,10.5,,1869,2,75
1869-05-15,1869,16.9,14.5,,1869,2,76
1869-05-16,1869,16.7,14.0,,1869,2,77
1869-05-17,1869,13.6,12.3,,1869,2,78
1869-05-18,1869,16.5,8.2,,1869,2,79
1869-05-19,1869,14.1,11.1,,1869,2,80
1869-05-20,1869,12.7,10.4,,1869,2,81
1869-05-21,1869,14.3,11.1,,1869,2,82
1869-05-22,1869,12.7,9.6,,1869,2,83
1869-05-23,1869,12.9,8.7,,1869,2,84
1869-05-24,1869,14.4,6.3,,1869,2,85
1869-05-25,1869,17.1,7.9,,1869,2,86
1869-05-26,1869,15.1,13.3,,1869,2,87
1869-05-27,1869,17.2,10.0,,1869,2,88
1869-05-28,1869,19.2,14.0,,1869,2,89
1869-05-29,1869,15.2,13.7,,1869,2,90
1869-05-30,1869,14.5,12.3,,1869,2,91
1869-05-31,1869,10.7,9.5,,1869,2,92
1869-06-01,1869,10.1,7.6,,1869,3,1
1869-06-02,1869,10.9,4.1,,1869,3,2
1869-06-03,1869,15.3,4.0,,1869,3,3
1869-06-04,1869,16.5,9.2,,1869,3,4
1869-06-05,1869,18.0,11.8,,1869,3,5
1869-06-06,1869,19.0,10.6,,1869,3,6
1869-06-07,1869,20.4,11.8,,1869,3,7
1869-06-08,1869,19.8,13.0,,1869,3,8
1869-06-09,1869,16.0,12.5,,1869,3,9
1869-06-10,1869,14.7,9.0,,1869,3,10
1869-06-11,1869,11.6,7.7,,1869,3,11
1869-06-12,1869,15.0,5.0,,1869,3,12
1869-06-13,1869,19.7,10.8,,1869,3,13
1869-06-14,1869,18.7,15.2,,1869,3,14
1869-06-15,1869,12.8,8.8,,1869,3,15
1869-06-16,1869,12.7,9.4,,1869,3,16
1869-06-17,1869,12.2,7.9,,1869,3,17
1869-06-18,1869,12.5,8.8,,1869,3,18
1869-06-19,1869,9.3,6.8,,1869,3,19
1869-06-20,1869,10.9,7.0,,1869,3,20
1869-06-21,1869,11.0,6.1,,1869,3,21
1869-06-22,1869,12.7,8.3,,1869,3,22
1869-06-23,1869,13.9,9.7,,1869,3,23
1869-06-24,1869,14.3,7.9,,1869,3,24
1869-06-25,1869,15.4,8.8,,1869,3,25
1869-06-26,1869,16.5,8.5,,1869,3,26
1869-06-27,1869,18.9,10.1,,1869,3,27
1869-06-28,1869,18.3,10.4,,1869,3,28
1869-06-29,1869,13.6,11.3,,1869,3,29
1869-06-30,1869,12.6,6.9,,1869,3,30
1869-07-01,1869,16.4,11.5,,1869,3,31
1869-07-02,1869,17.0,12.5,,1869,3,32
1869-07-03,1869,15.9,14.1,,1869,3,33
1869-07-04,1869,17.8,13.3,,1869,3,34
1869-07-05,1869,20.3,12.2,,1869,3,35
1869-07-06,1869,21.2,16.5,,1869,3,36
1869-07-07,1869,20.4,16.6,,1869,3,37
1869-07-08,1869,21.0,14.8,,1869,3,38
1869-07-09,1869,22.9,16.4,,1869,3,39
1869-07-10,1869,21.9,17.5,,1869,3,40
1869-07-11,1869,21.3,16.2,,1869,3,41
1869-07-12,1869,22.9,14.5,,1869,3,42
1869-07-13,1869,22.9,16.5,,1869,3,43
1869-07-14,1869,18.2,16.2,,1869,3,44
1869-07-15,1869,18.0,11.5,,1869,3,45
1869-07-16,1869,19.9,12.1,,1869,3,46
1869-07-17,1869,20.7,14.2,,1869,3,47
1869-07-18,1869,20.1,15.0,,1869,3,48
1869-07-19,1869,20.4,12.7,,1869,3,49
1869-07-20,1869,21.2,13.2,,1869,3,50
1869-07-21,1869,22.8,14.5,,1869,3,51
1869-07-22,1869,22.4,13.8,,1869,3,52
1869-07-23,1869,21.7,18.2,,1869,3,53
1869-07-24,1869,23.0,18.4,,1869,3,54
1869-07-25,1869,21.6,20.9,,1869,3,55
1869-07-26,1869,19.0,18.8,,1869,3,56
1869-07-27,1869,20.2,17.1,,1869,3,57
1869-07-28,1869,21.9,18.0,,1869,3,58
1869-07-29,1869,21.1,20.0,,1869,3,59
1869-07-30,1869,23.7,20.3,,1869,3,60
1869-07-31,1869,23.7,21.7,,1869,3,61
1869-08-01,1869,20.8,18.1,,1869,3,62
1869-08-02,1869,16.5,15.5,,1869,3,63
1869-08-03,1869,17.9,13.7,,1869,3,64
1869-08-04,1869,20.9,14.9,,1869,3,65
1869-08-05,1869,23.0,18.0,,1869,3,66
1869-08-06,1869,19.4,18.6,,1869,3,67
1869-08-07,1869,16.0,12.2,,1869,3,68
1869-08-08,1869,16.2,8.1,,1869,3,69
1869-08-09,1869,19.8,14.0,,1869,3,70
1869-08-10,1869,14.5,12.5,,1869,3,71
1869-08-11,1869,12.3,9.2,,1869,3,72
1869-08-12,1869,13.9,9.6,,1869,3,73
1869-08-13,1869,14.8,6.7,,1869,3,74
1869-08-14,1869,15.6,8.6,,1869,3,75
1869-08-15,1869,13.7,11.7,,1869,3,76
1869-08-16,1869,14.6,11.6,,1869,3,77
1869-08-17,1869,14.7,11.0,,1869,3,78
1869-08-18,1869,15.6,10.4,,1869,3,79
1869-08-19,1869,14.2,10.1,,1869,3,80
1869-08-20,1869,15.1,9.6,,1869,3,81
1869-08-21,1869,15.7,8.9,,1869,3,82
1869-08-22,1869,15.0,9.9,,1869,3,83
1869-08-23,1869,14.8,9.0,,1869,3,84
1869-08-24,1869,15.7,9.6,,1869,3,85
1869-08-25,1869,17.0,9.8,,1869,3,86
1869-08-26,1869,18.5,11.5,,1869,3,87
1869-08-27,1869,17.7,10.5,,1869,3,88
1869-08-28,1869,17.2,9.6,,1869,3,89
1869-08-29,1869,19.1,12.0,,1869,3,90
1869-08-30,1869,20.0,15.0,,1869,3,91
1869-08-31,1869,14.9,12.8,,1869,3,92
1869-09-01,1869,13.4,10.1,,1869,4,1
1869-09-02,1869,12.0,6.4,,1869,4,2
1869-09-03,1869,12.6,5.5,,1869,4,3
1869-09-04,1869,16.3,8.0,,1869,4,4
1869-09-05,1869,19.0,14.1,,1869,4,5
1869-09-06,1869,16.9,15.0,,1869,4,6
1869-09-07,1869,16.0,12.3,,1869,4,7
1869-09-08,1869,16.9,9.5,,1869,4,8
1869-09-09,1869,17.9,14.0,,1869,4,9
1869-09-10,1869,20.0,13.6,,1869,4,10
1869-09-11,1869,15.2,13.4,,1869,4,11
1869-09-12,1869,16.9,11.2,,1869,4,12
1869-09-13,1869,17.5,8.7,,1869,4,13
1869-09-14,1869,14.1,11.4,,1869,4,14
1869-09-15,1869,17.6,8.5,,1869,4,15
1869-09-16,1869,14.8,11.6,,1869,4,16
1869-09-17,1869,14.5,8.7,,1869,4,17
1869-09-18,1869,16.6,9.9,,1869,4,18
1869-09-19,1869,14.9,13.5,,1869,4,19
1869-09-20,1869,15.0,10.9,,1869,4,20
1869-09-21,1869,12.3,11.2,,1869,4,21
1869-09-22,1869,12.3,9.6,,1869,4,22
1869-09-23,1869,11.6,7.7,,1869,4,23
1869-09-24,1869,12.8,6.2,,1869,4,24
1869-09-25,1869,15.6,12.5,,1869,4,25
1869-09-26,1869,16.1,10.6,,1869,4,26
1869-09-27,1869,14.7,10.4,,1869,4,27
1869-09-28,1869,14.8,10.2,,1869,4,28
1869-09-29,1869,16.6,12.0,,1869,4,29
1869-09-30,1869,17.6,12.6,,1869,4,30
1869-10-01,1869,15.2,12.4,,1869,4,31
1869-10-02,1869,14.8,10.9,,1869,4,32
1869-10-03,1869,15.5,13.0,,1869,4,33
1869-10-04,1869,12.9,11.1,,1869,4,34
1869-10-05,1869,11.3,8.4,,1869,4,35
1869-10-06,1869,10.4,7.3,,1869,4,36
1869-10-07,1869,9.8,5.2,,1869,4,37
1869-10-08,1869,11.9,6.5,,1869,4,38
1869-10-09,1869,13.6,11.6,,1869,4,39
1869-10-10,1869,12.4,10.7,,1869,4,40
1869-10-11,1869,13.3,10.1,,1869,4,41
1869-10-12,1869,12.1,8.9,,1869,4,42
1869-10-13,1869,12.5,9.2,,1869,4,43
1869-10-14,1869,11.2,11.2,,1869,4,44
1869-10-15,1869,7.3,5.3,,1869,4,45
1869-10-16,1869,8.3,3.3,,1869,4,46
1869-10-17,1869,7.9,6.6,,1869,4,47
1869-10-18,1869,2.2,0.3,,1869,4,48
1869-10-19,1869,5.0,-0.2,,1869,4,49
1869-10-20,1869,6.1,5.1,,1869,4,50
1869-10-21,1869,6.2,3.7,,1869,4,51
1869-10-22,1869,4.1,2.5,,1869,4,52
1869-10-23,1869,0.4,-3.6,,1869,4,53
1869-10-24,1869,4.0,-1.2,,1869,4,54
1869-10-25,1869,5.1,4.1,,1869,4,55
1869-10-26,1869,3.7,0.3,,1869,4,56
1869-10-27,1869,1.1,-0.3,,1869,4,57
1869-10-28,1869,0.0,-2.2,,1869,4,58
1869-10-29,1869,-1.6,-2.9,,1869,4,59
1869-10-30,1869,-2.1,-4.8,,1869,4,60
1869-10-31,1869,-1.6,-5.6,,1869,4,61
1869-11-01,1869,0.7,-4.4,,1869,4,62
1869-11-02,1869,6.3,0.5,,1869,4,63
1869-11-03,1869,8.9,5.6,,1869,4,64
1869-11-04,1869,10.0,7.1,,1869,4,65
1869-11-05,1869,6.5,4.2,,1869,4,66
1869-11-06,1869,9.3,5.9,,1869,4,67
1869-11-07,1869,4.0,2.3,,1869,4,68
1869-11-08,1869,4.2,-0.9,,1869,4,69
1869-11-09,1869,8.0,1.7,,1869,4,70
1869-11-10,1869,6.6,4.6,,1869,4,71
1869-11-11,1869,1.4,-0.5,,1869,4,72
1869-11-12,1869,0.1,-2.1,,1869,4,73
1869-11-13,1869,0.9,-4.7,,1869,4,74
1869-11-14,1869,9.2,1.5,,1869,4,75
1869-11-15,1869,9.9,8.9,,1869,4,76
1869-11-16,1869,10.1,8.1,,1869,4,77
1869-11-17,1869,8.6,7.7,,1869,4,78
1869-11-18,1869,4.9,4.1,,1869,4,79
1869-11-19,1869,5.2,3.0,,1869,4,80
1869-11-20,1869,3.7,2.3,,1869,4,81
1869-11-21,1869,2.0,1.1,,1869,4,82
1869-11-22,1869,0.3,-0.4,,1869,4,83
1869-11-23,1869,1.0,-1.4,,1869,4,84
1869-11-24,1869,-0.1,-2.3,,1869,4,85
1869-11-25,1869,1.0,-0.8,,1869,4,86
1869-11-26,1869,3.8,1.2,,1869,4,87
1869-11-27,1869,8.9,4.3,,1869,4,88
1869-11-28,1869,12.6,9.4,,1869,4,89
1869-11-29,1869,3.5,2.3,,1869,4,90
1869-11-30,1869,5.4,2.5,,1869,4,91
1869-12-01,1869,1.2,0.6,,1870,1,1
1869-12-02,1869,-1.8,-2.6,,1870,1,2
1869-12-03,1869,-3.3,-4.3,,1870,1,3
1869-12-04,1869,-3.5,-4.9,,1870,1,4
