date,year,temperature,min_temperature,max_temperature,season_year,season,day_in_season
1925-09-30,1925,9.9,8.5,11.0,1925,4,30
1925-10-01,1925,11.7,10.3,13.0,1925,4,31
1925-10-02,1925,13.1,11.6,15.5,1925,4,32
1925-10-03,1925,13.7,11.3,15.0,1925,4,33
1925-10-04,1925,14.1,11.5,17.5,1925,4,34
1925-10-05,1925,12.3,11.6,14.0,1925,4,35
1925-10-06,1925,12.1,8.6,17.2,1925,4,36
1925-10-07,1925,14.0,9.1,21.3,1925,4,37
1925-10-08,1925,10.7,7.5,16.2,1925,4,38
1925-10-09,1925,9.2,6.0,10.8,1925,4,39
1925-10-10,1925,8.0,4.5,11.0,1925,4,40
1925-10-11,1925,9.4,8.6,10.6,1925,4,41
1925-10-12,1925,6.9,3.8,10.5,1925,4,42
1925-10-13,1925,9.5,4.5,13.5,1925,4,43
1925-10-14,1925,5.8,3.5,11.6,1925,4,44
1925-10-15,1925,3.3,-1.0,9.4,1925,4,45
1925-10-16,1925,5.7,-0.4,9.9,1925,4,46
1925-10-17,1925,8.9,5.8,11.6,1925,4,47
1925-10-18,1925,11.5,9.6,18.0,1925,4,48
1925-10-19,1925,11.1,9.1,13.7,1925,4,49
1925-10-20,1925,8.4,5.2,11.0,1925,4,50
1925-10-21,1925,12.8,8.5,20.0,1925,4,51
1925-10-22,1925,12.2,9.0,15.4,1925,4,52
1925-10-23,1925,11.7,9.0,17.0,1925,4,53
1925-10-24,1925,10.5,8.6,13.5,1925,4,54
1925-10-25,1925,9.6,8.0,13.6,1925,4,55
1925-10-26,1925,10.2,6.0,14.0,1925,4,56
1925-10-27,1925,11.7,7.5,15.5,1925,4,57
1925-10-28,1925,11.7,8.5,15.5,1925,4,58
1925-10-29,1925,10.4,8.7,15.1,1925,4,59
1925-10-30,1925,9.9,5.7,16.7,1925,4,60
1925-10-31,1925,7.1,4.6,10.5,1925,4,61
1925-11-01,1925,6.2,5.2,7.0,1925,4,62
1925-11-02,1925,8.3,5.6,9.4,1925,4,63
1925-11-03,1925,10.3,6.2,12.7,1925,4,64
1925-11-04,1925,15.3,11.1,20.5,1925,4,65
1925-11-05,1925,11.1,10.3,13.9,1925,4,66
1925-11-06,1925,8.2,7.5,10.8,1925,4,67
1925-11-07,1925,6.2,2.9,7.5,1925,4,68
1925-11-08,1925,8.6,7.0,11.5,1925,4,69
1925-11-09,1925,5.7,4.0,9.0,1925,4,70
1925-11-10,1925,3.0,1.0,6.3,1925,4,71
1925-11-11,1925,1.2,-1.6,2.8,1925,4,72
1925-11-12,1925,1.9,1.1,3.3,1925,4,73
1925-11-13,1925,1.5,0.5,2.3,1925,4,74
1925-11-14,1925,2.2,1.6,2.8,1925,4,75
1925-11-15,1925,1.8,0.2,5.0,1925,4,76
1925-11-16,1925,0.9,-2.7,6.0,1925,4,77
1925-11-17,1925,2.7,-1.2,3.3,1925,4,78
1925-11-18,1925,3.0,2.2,4.5,1925,4,79
1925-11-19,1925,2.2,1.5,3.2,1925,4,80
1925-11-20,1925,2.7,1.5,4.7,1925,4,81
1925-11-21,1925,1.3,0.5,2.6,1925,4,82
1925-11-22,1925,0.9,-0.8,4.2,1925,4,83
1925-11-23,1925,-0.2,-1.3,1.3,1925,4,84
1925-11-24,1925,0.4,-1.3,1.1,1925,4,85
1925-11-25,1925,0.9,-1.9,3.9,1925,4,86
1925-11-26,1925,-2.3,-3.6,1.0,1925,4,87
1925-11-27,1925,-7.8,-10.3,-2.9,1925,4,88
1925-11-28,1925,-2.5,-8.9,-1.4,1925,4,89
1925-11-29,1925,-0.5,-2.3,0.5,1925,4,90
1925-11-30,1925,2.7,-2.0,5.0,1925,4,91
1925-12-01,1925,3.7,0.9,6.5,1926,1,1
1925-12-02,1925,0.7,-0.5,3.0,1926,1,2
1925-12-03,1925,-2.0,-4.0,0.4,1926,1,3
1925-12-04,1925,-7.2,-8.4,-3.3,1926,1,4
1925-12-05,1925,-7.9,-12.4,-4.3,1926,1,5
1925-12-06,1925,-8.7,-11.8,-5.7,1926,1,6
1925-12-07,1925,-7.3,-10.9,-4.1,1926,1,7
1925-12-08,1925,-3.7,-7.6,-1.0,1926,1,8
1925-12-09,1925,3.2,-3.9,6.0,1926,1,9
1925-12-10,1925,7.2,3.1,8.5,1926,1,10
1925-12-11,1925,5.3,4.0,7.4,1926,1,11
1925-12-12,1925,3.1,1.9,5.5,1926,1,12
1925-12-13,1925,1.6,0.2,4.8,1926,1,13
1925-12-14,1925,0.0,-0.8,1.4,1926,1,14
1925-12-15,1925,-1.8,-3.0,0.0,1926,1,15
1925-12-16,1925,-5.5,-7.8,-2.5,1926,1,16
1925-12-17,1925,-5.7,-10.3,-3.6,1926,1,17
1925-12-18,1925,-1.0,-4.2,2.2,1926,1,18
1925-12-19,1925,-1.1,-5.9,0.7,1926,1,19
1925-12-20,1925,4.6,0.0,5.7,1926,1,20
1925-12-21,1925,10.4,4.7,15.1,1926,1,21
1925-12-22,1925,11.2,5.6,14.1,1926,1,22
1925-12-23,1925,3.0,1.8,14.1,1926,1,23
1925-12-24,1925,5.0,1.3,7.0,1926,1,24
1925-12-25,1925,5.4,1.6,7.7,1926,1,25
1925-12-26,1925,9.3,6.0,12.0,1926,1,26
1925-12-27,1925,10.9,7.1,12.2,1926,1,27
1925-12-28,1925,7.9,6.0,11.1,1926,1,28
1925-12-29,1925,13.1,7.9,14.8,1926,1,29
1925-12-30,1925,15.6,12.4,18.3,1926,1,30
1925-12-31,1925,10.7,9.6,16.0,1926,1,31
1926-01-01,1926,7.6,5.7,10.0,1926,1,32
1926-01-02,1926,8.3,5.2,11.0,1926,1,33
1926-01-03,1926,7.0,5.4,9.5,1926,1,34
1926-01-04,1926,6.2,4.2,7.3,1926,1,35
1926-01-05,1926,5.9,3.6,7.4,1926,1,36
1926-01-06,1926,6.8,4.8,7.6,1926,1,37
1926-01-07,1926,7.7,6.0,9.5,1926,1,38
1926-01-08,1926,3.2,1.0,7.5,1926,1,39
1926-01-09,1926,1.8,-1.0,4.7,1926,1,40
1926-01-10,1926,1.7,-0.1,5.2,1926,1,41
1926-01-11,1926,-1.3,-2.9,3.0,1926,1,42
1926-01-12,1926,-4.4,-7.0,-0.3,1926,1,43
1926-01-13,1926,-8.4,-9.4,-6.8,1926,1,44
1926-01-14,1926,-6.9,-12.1,-4.3,1926,1,45
1926-01-15,1926,-6.4,-7.8,-5.8,1926,1,46
1926-01-16,1926,-5.2,-8.3,-3.2,1926,1,47
1926-01-17,1926,-1.8,-4.8,0.5,1926,1,48
1926-01-18,1926,-0.2,-2.5,0.9,1926,1,49
1926-01-19,1926,1.2,-3.1,3.7,1926,1,50
1926-01-20,1926,2.6,1.3,4.3,1926,1,51
1926-01-21,1926,-0.5,-2.7,2.3,1926,1,52
1926-01-22,1926,-1.8,-3.3,0.6,1926,1,53
1926-01-23,1926,0.0,-4.2,4.5,1926,1,54
1926-01-24,1926,2.9,-1.3,5.9,1926,1,55
1926-01-25,1926,2.6,0.5,7.5,1926,1,56
1926-01-26,1926,4.2,0.8,6.0,1926,1,57
1926-01-27,1926,4.2,2.1,7.5,1926,1,58
1926-01-28,1926,3.8,0.0,6.8,1926,1,59
1926-01-29,1926,3.5,2.6,6.3,1926,1,60
1926-01-30,1926,4.7,1.6,8.2,1926,1,61
1926-01-31,1926,4.4,3.0,7.0,1926,1,62
1926-02-01,1926,5.8,3.1,6.6,1926,1,63
1926-02-02,1926,7.1,5.4,9.9,1926,1,64
1926-02-03,1926,7.4,5.0,10.6,1926,1,65
1926-02-04,1926,6.9,5.1,9.0,1926,1,66
1926-02-05,1926,9.1,5.8,13.6,1926,1,67
1926-02-06,1926,7.1,4.5,12.7,1926,1,68
1926-02-07,1926,8.4,3.9,12.3,1926,1,69
1926-02-08,1926,6.9,5.7,10.0,1926,1,70
1926-02-09,1926,5.8,2.5,7.5,1926,1,71
1926-02-10,1926,8.0,5.5,10.8,1926,1,72
1926-02-11,1926,8.1,5.3,11.0,1926,1,73
1926-02-12,1926,6.5,6.0,8.2,1926,1,74
1926-02-13,1926,6.2,4.8,10.8,1926,1,75
1926-02-14,1926,5.4,3.5,9.6,1926,1,76
1926-02-15,1926,4.8,0.5,10.5,1926,1,77
1926-02-16,1926,4.7,2.4,8.8,1926,1,78
1926-02-17,1926,7.3,2.8,9.6,1926,1,79
1926-02-18,1926,8.6,7.3,11.7,1926,1,80
1926-02-19,1926,9.1,4.7,11.7,1926,1,81
1926-02-20,1926,8.1,5.8,11.5,1926,1,82
1926-02-21,1926,6.6,1.7,13.0,1926,1,83
1926-02-22,1926,7.6,4.2,12.2,1926,1,84
1926-02-23,1926,6.8,1.9,12.2,1926,1,85
1926-02-24,1926,6.9,4.0,12.5,1926,1,86
1926-02-25,1926,5.7,1.4,11.5,1926,1,87
1926-02-26,1926,5.5,1.4,8.7,1926,1,88
1926-02-27,1926,7.0,1.5,11.7,1926,1,89
1926-02-28,1926,8.1,5.5,9.3,1926,1,90
1926-03-01,1926,6.2,5.6,8.2,1926,2,1
1926-03-02,1926,6.6,4.6,9.4,1926,2,2
1926-03-03,1926,8.4,5.6,12.5,1926,2,3
1926-03-04,1926,6.3,3.2,10.2,1926,2,4
1926-03-05,1926,1.9,0.5,6.1,1926,2,5
1926-03-06,1926,2.7,-0.5,4.5,1926,2,6
1926-03-07,1926,9.4,2.9,11.5,1926,2,7
1926-03-08,1926,9.6,8.9,11.9,1926,2,8
1926-03-09,1926,9.2,8.0,11.3,1926,2,9
1926-03-10,1926,3.6,1.4,9.3,1926,2,10
1926-03-11,1926,4.5,0.5,7.2,1926,2,11
1926-03-12,1926,6.7,4.1,8.5,1926,2,12
1926-03-13,1926,7.7,5.2,10.5,1926,2,13
1926-03-14,1926,5.9,3.9,9.5,1926,2,14
1926-03-15,1926,5.1,0.8,9.1,1926,2,15
1926-03-16,1926,5.2,3.5,9.0,1926,2,16
1926-03-17,1926,3.8,-1.0,9.0,1926,2,17
1926-03-18,1926,4.3,1.0,9.4,1926,2,18
1926-03-19,1926,4.0,-1.0,9.5,1926,2,19
1926-03-20,1926,4.3,-0.6,9.5,1926,2,20
1926-03-21,1926,1.6,-0.7,5.0,1926,2,21
1926-03-22,1926,1.9,-1.9,4.9,1926,2,22
1926-03-23,1926,3.5,1.6,6.2,1926,2,23
1926-03-24,1926,5.5,2.0,10.0,1926,2,24
1926-03-25,1926,8.0,1.2,14.2,1926,2,25
1926-03-26,1926,8.1,2.4,14.5,1926,2,26
1926-03-27,1926,5.3,3.0,8.7,1926,2,27
1926-03-28,1926,7.2,4.2,9.2,1926,2,28
1926-03-29,1926,13.1,7.4,17.3,1926,2,29
1926-03-30,1926,12.2,9.4,16.6,1926,2,30
1926-03-31,1926,11.1,7.5,13.9,1926,2,31
1926-04-01,1926,11.8,6.5,18.9,1926,2,32
1926-04-02,1926,13.4,6.0,20.8,1926,2,33
1926-04-03,1926,15.4,8.0,22.0,1926,2,34
1926-04-04,1926,15.2,10.9,19.4,1926,2,35
1926-04-05,1926,12.4,9.9,17.8,1926,2,36
1926-04-06,1926,13.6,6.6,20.2,1926,2,37
1926-04-07,1926,14.4,7.6,21.0,1926,2,38
1926-04-08,1926,10.7,9.0,14.2,1926,2,39
1926-04-09,1926,7.2,4.6,10.1,1926,2,40
1926-04-10,1926,9.4,5.2,12.7,1926,2,41
1926-04-11,1926,8.6,3.2,14.0,1926,2,42
1926-04-12,1926,9.1,2.3,16.0,1926,2,43
1926-04-13,1926,11.0,3.9,18.2,1926,2,44
1926-04-14,1926,12.0,3.6,20.0,1926,2,45
1926-04-15,1926,14.2,5.3,22.2,1926,2,46
1926-04-16,1926,10.9,8.0,15.5,1926,2,47
1926-04-17,1926,7.6,5.2,12.0,1926,2,48
1926-04-18,1926,7.6,3.0,9.5,1926,2,49
1926-04-19,1926,9.5,7.1,15.3,1926,2,50
1926-04-20,1926,9.4,5.2,13.1,1926,2,51
1926-04-21,1926,8.7,6.0,13.5,1926,2,52
1926-04-22,1926,8.3,4.4,12.1,1926,2,53
1926-04-23,1926,9.9,2.4,14.5,1926,2,54
1926-04-24,1926,10.4,6.5,14.0,1926,2,55
1926-04-25,1926,13.1,9.2,21.0,1926,2,56
1926-04-26,1926,8.9,6.7,12.4,1926,2,57
1926-04-27,1926,8.7,6.4,12.1,1926,2,58
1926-04-28,1926,12.4,4.8,18.5,1926,2,59
1926-04-29,1926,15.0,6.8,21.0,1926,2,60
1926-04-30,1926,17.2,8.9,25.1,1926,2,61
1926-05-01,1926,18.6,11.1,26.2,1926,2,62
1926-05-02,1926,14.3,12.8,19.1,1926,2,63
1926-05-03,1926,12.9,11.1,17.5,1926,2,64
1926-05-04,1926,10.7,9.0,11.6,1926,2,65
1926-05-05,1926,10.9,9.8,13.1,1926,2,66
1926-05-06,1926,8.0,5.0,12.5,1926,2,67
1926-05-07,1926,5.8,3.2,10.1,1926,2,68
1926-05-08,1926,6.9,3.3,11.3,1926,2,69
1926-05-09,1926,7.7,4.4,11.6,1926,2,70
1926-05-10,1926,8.9,0.9,14.7,1926,2,71
1926-05-11,1926,11.6,5.5,18.4,1926,2,72
1926-05-12,1926,14.3,5.4,19.3,1926,2,73
1926-05-13,1926,11.4,10.4,14.9,1926,2,74
1926-05-14,1926,10.4,8.3,12.5,1926,2,75
1926-05-15,1926,9.6,7.9,10.5,1926,2,76
1926-05-16,1926,9.0,8.5,10.4,1926,2,77
1926-05-17,1926,6.9,5.3,9.2,1926,2,78
1926-05-18,1926,7.0,5.5,9.2,1926,2,79
1926-05-19,1926,9.2,4.2,15.1,1926,2,80
1926-05-20,1926,12.1,3.9,18.6,1926,2,81
1926-05-21,1926,12.7,5.9,20.0,1926,2,82
1926-05-22,1926,13.3,8.9,19.7,1926,2,83
1926-05-23,1926,13.3,9.0,17.7,1926,2,84
1926-05-24,1926,13.2,9.4,18.8,1926,2,85
1926-05-25,1926,14.8,7.1,20.7,1926,2,86
1926-05-26,1926,15.6,7.6,23.0,1926,2,87
1926-05-27,1926,18.8,10.2,25.0,1926,2,88
1926-05-28,1926,16.5,14.7,19.6,1926,2,89
1926-05-29,1926,16.0,14.0,18.8,1926,2,90
1926-05-30,1926,18.1,13.0,22.5,1926,2,91
1926-05-31,1926,14.1,12.0,18.8,1926,2,92
1926-06-01,1926,13.6,10.2,18.4,1926,3,1
1926-06-02,1926,13.8,7.9,20.4,1926,3,2
1926-06-03,1926,10.9,9.7,13.8,1926,3,3
1926-06-04,1926,11.9,9.2,14.6,1926,3,4
1926-06-05,1926,14.7,10.5,21.0,1926,3,5
1926-06-06,1926,14.0,11.6,17.5,1926,3,6
1926-06-07,1926,15.4,11.1,18.9,1926,3,7
1926-06-08,1926,15.0,13.1,18.8,1926,3,8
1926-06-09,1926,17.6,11.9,23.1,1926,3,9
1926-06-10,1926,13.4,11.8,19.0,1926,3,10
1926-06-11,1926,13.7,10.5,16.9,1926,3,11
1926-06-12,1926,15.5,12.6,23.0,1926,3,12
1926-06-13,1926,13.4,11.9,15.4,1926,3,13
1926-06-14,1926,13.0,9.5,16.9,1926,3,14
1926-06-15,1926,13.6,10.1,17.5,1926,3,15
1926-06-16,1926,14.4,10.9,16.1,1926,3,16
1926-06-17,1926,15.6,13.2,18.5,1926,3,17
1926-06-18,1926,14.1,12.4,18.0,1926,3,18
1926-06-19,1926,13.6,11.6,15.7,1926,3,19
1926-06-20,1926,15.6,9.9,22.0,1926,3,20
1926-06-21,1926,19.6,11.0,26.9,1926,3,21
1926-06-22,1926,18.8,14.5,25.8,1926,3,22
1926-06-23,1926,18.1,14.3,23.1,1926,3,23
1926-06-24,1926,16.7,14.5,21.6,1926,3,24
1926-06-25,1926,11.0,9.9,15.4,1926,3,25
1926-06-26,1926,12.6,7.7,17.5,1926,3,26
1926-06-27,1926,14.8,7.9,20.5,1926,3,27
1926-06-28,1926,14.7,9.7,19.5,1926,3,28
1926-06-29,1926,15.9,9.7,21.5,1926,3,29
1926-06-30,1926,18.0,10.9,23.7,1926,3,30
1926-07-01,1926,16.3,11.0,21.0,1926,3,31
1926-07-02,1926,16.8,11.2,21.5,1926,3,32
1926-07-03,1926,19.0,14.9,23.9,1926,3,33
1926-07-04,1926,19.2,15.2,23.8,1926,3,34
1926-07-05,1926,19.7,14.7,25.3,1926,3,35
1926-07-06,1926,17.2,15.3,21.2,1926,3,36
1926-07-07,1926,14.9,13.6,17.7,1926,3,37
1926-07-08,1926,15.1,13.3,16.2,1926,3,38
1926-07-09,1926,16.6,14.6,18.1,1926,3,39
1926-07-10,1926,17.4,14.9,20.5,1926,3,40
1926-07-11,1926,17.5,14.5,22.0,1926,3,41
1926-07-12,1926,18.6,13.6,23.6,1926,3,42
1926-07-13,1926,21.0,12.9,26.8,1926,3,43
1926-07-14,1926,22.6,15.7,29.0,1926,3,44
1926-07-15,1926,23.0,17.4,29.9,1926,3,45
1926-07-16,1926,21.6,16.8,26.5,1926,3,46
1926-07-17,1926,22.0,16.0,28.5,1926,3,47
1926-07-18,1926,24.7,16.7,31.3,1926,3,48
1926-07-19,1926,25.2,19.7,30.6,1926,3,49
1926-07-20,1926,18.3,16.6,24.0,1926,3,50
1926-07-21,1926,17.9,15.4,22.9,1926,3,51
1926-07-22,1926,16.9,14.4,22.4,1926,3,52
1926-07-23,1926,19.9,11.8,27.0,1926,3,53
1926-07-24,1926,23.0,13.5,31.1,1926,3,54
1926-07-25,1926,18.0,16.2,23.1,1926,3,55
1926-07-26,1926,18.6,16.2,21.4,1926,3,56
1926-07-27,1926,13.1,11.0,18.4,1926,3,57
1926-07-28,1926,12.6,10.2,17.5,1926,3,58
1926-07-29,1926,13.1,11.2,15.0,1926,3,59
1926-07-30,1926,14.9,13.0,18.5,1926,3,60
1926-07-31,1926,15.7,13.3,19.3,1926,3,61
1926-08-01,1926,15.4,11.4,21.4,1926,3,62
1926-08-02,1926,16.1,12.0,21.8,1926,3,63
1926-08-03,1926,17.8,11.2,23.5,1926,3,64
1926-08-04,1926,17.9,13.0,23.1,1926,3,65
1926-08-05,1926,16.7,13.8,21.0,1926,3,66
1926-08-06,1926,16.4,12.5,22.0,1926,3,67
1926-08-07,1926,14.4,12.6,17.9,1926,3,68
1926-08-08,1926,11.9,10.0,15.3,1926,3,69
1926-08-09,1926,14.9,9.1,20.5,1926,3,70
1926-08-10,1926,18.6,11.0,24.5,1926,3,71
1926-08-11,1926,15.6,14.5,19.2,1926,3,72
1926-08-12,1926,16.5,13.9,21.2,1926,3,73
1926-08-13,1926,17.1,9.9,23.6,1926,3,74
1926-08-14,1926,19.6,11.9,27.6,1926,3,75
1926-08-15,1926,21.2,14.4,28.2,1926,3,76
1926-08-16,1926,21.7,15.3,29.1,1926,3,77
1926-08-17,1926,20.4,16.4,27.5,1926,3,78
1926-08-18,1926,20.4,14.9,25.5,1926,3,79
1926-08-19,1926,20.1,17.3,23.9,1926,3,80
1926-08-20,1926,19.2,14.5,24.6,1926,3,81
1926-08-21,1926,21.3,16.6,27.6,1926,3,82
1926-08-22,1926,21.6,18.9,25.5,1926,3,83
1926-08-23,1926,17.1,14.9,22.1,1926,3,84
1926-08-24,1926,17.4,10.0,24.8,1926,3,85
1926-08-25,1926,20.0,11.4,28.0,1926,3,86
1926-08-26,1926,22.2,14.0,29.7,1926,3,87
1926-08-27,1926,15.9,12.8,22.4,1926,3,88
1926-08-28,1926,15.4,9.5,22.5,1926,3,89
1926-08-29,1926,17.3,9.9,24.1,1926,3,90
1926-08-30,1926,20.8,13.2,28.5,1926,3,91
1926-08-31,1926,22.5,16.2,29.2,1926,3,92
1926-09-01,1926,21.4,14.9,29.8,1926,4,1
1926-09-02,1926,20.4,16.8,24.7,1926,4,2
1926-09-03,1926,19.4,16.7,26.1,1926,4,3
1926-09-04,1926,20.6,15.1,26.1,1926,4,4
1926-09-05,1926,20.0,16.8,26.2,1926,4,5
1926-09-06,1926,20.5,16.4,25.1,1926,4,6
1926-09-07,1926,19.2,16.1,23.4,1926,4,7
1926-09-08,1926,18.2,16.7,22.8,1926,4,8
1926-09-09,1926,17.1,11.3,23.9,1926,4,9
1926-09-10,1926,20.2,13.2,27.3,1926,4,10
1926-09-11,1926,20.8,14.4,28.1,1926,4,11
1926-09-12,1926,20.1,14.7,27.2,1926,4,12
1926-09-13,1926,15.1,13.7,18.7,1926,4,13
1926-09-14,1926,14.5,8.9,20.7,1926,4,14
1926-09-15,1926,15.5,9.2,22.5,1926,4,15
1926-09-16,1926,16.6,10.7,21.7,1926,4,16
1926-09-17,1926,16.1,10.4,23.2,1926,4,17
1926-09-18,1926,18.6,12.4,26.6,1926,4,18
1926-09-19,1926,19.1,13.2,26.9,1926,4,19
1926-09-20,1926,19.0,12.9,26.8,1926,4,20
1926-09-21,1926,18.7,13.1,25.6,1926,4,21
1926-09-22,1926,17.8,15.5,21.2,1926,4,22
1926-09-23,1926,13.6,12.2,17.8,1926,4,23
1926-09-24,1926,13.3,8.3,16.7,1926,4,24
1926-09-25,1926,15.5,11.3,20.5,1926,4,25
1926-09-26,1926,13.6,12.5,15.2,1926,4,26
1926-09-27,1926,11.5,10.0,16.7,1926,4,27
1926-09-28,1926,10.6,5.9,15.9,1926,4,28
1926-09-29,1926,9.0,3.7,15.5,1926,4,29
1926-09-30,1926,9.4,4.4,14.9,1926,4,30
1926-10-01,1926,7.9,5.3,11.3,1926,4,31
1926-10-02,1926,9.2,6.0,10.9,1926,4,32
1926-10-03,1926,12.3,9.8,14.5,1926,4,33
1926-10-04,1926,11.9,5.9,17.0,1926,4,34
1926-10-05,1926,10.8,6.5,16.1,1926,4,35
1926-10-06,1926,13.5,8.6,20.3,1926,4,36
1926-10-07,1926,13.4,10.6,20.0,1926,4,37
1926-10-08,1926,15.0,10.9,19.2,1926,4,38
1926-10-09,1926,17.1,13.0,20.4,1926,4,39
1926-10-10,1926,11.2,9.2,19.3,1926,4,40
1926-10-11,1926,10.4,7.5,14.4,1926,4,41
1926-10-12,1926,16.2,9.5,17.9,1926,4,42
1926-10-13,1926,17.5,15.2,20.7,1926,4,43
1926-10-14,1926,16.7,14.1,20.8,1926,4,44
1926-10-15,1926,15.4,12.1,21.7,1926,4,45
1926-10-16,1926,15.9,11.1,20.7,1926,4,46
1926-10-17,1926,13.6,11.4,20.0,1926,4,47
1926-10-18,1926,7.0,5.5,11.6,1926,4,48
1926-10-19,1926,4.0,1.4,9.1,1926,4,49
1926-10-20,1926,5.7,0.4,9.5,1926,4,50
1926-10-21,1926,5.0,3.1,6.8,1926,4,51
1926-10-22,1926,4.8,3.5,9.6,1926,4,52
1926-10-23,1926,3.9,2.8,4.6,1926,4,53
1926-10-24,1926,4.7,4.0,7.9,1926,4,54
1926-10-25,1926,6.6,1.7,13.8,1926,4,55
1926-10-26,1926,6.2,4.9,8.0,1926,4,56
1926-10-27,1926,5.3,3.1,9.0,1926,4,57
1926-10-28,1926,5.1,2.3,6.0,1926,4,58
1926-10-29,1926,9.4,5.4,10.3,1926,4,59
1926-10-30,1926,10.5,9.1,12.0,1926,4,60
1926-10-31,1926,11.9,9.9,16.5,1926,4,61
1926-11-01,1926,4.8,3.7,11.8,1926,4,62
1926-11-02,1926,6.0,3.4,8.1,1926,4,63
1926-11-03,1926,6.6,4.7,9.6,1926,4,64
1926-11-04,1926,6.3,5.2,6.9,1926,4,65
1926-11-05,1926,8.0,6.6,9.4,1926,4,66
1926-11-06,1926,9.0,4.7,11.7,1926,4,67
1926-11-07,1926,9.7,7.9,16.0,1926,4,68
1926-11-08,1926,8.7,3.4,11.1,1926,4,69
1926-11-09,1926,8.4,6.4,12.7,1926,4,70
1926-11-10,1926,7.9,2.9,13.4,1926,4,71
1926-11-11,1926,6.6,3.5,12.1,1926,4,72
1926-11-12,1926,5.5,2.6,8.8,1926,4,73
1926-11-13,1926,8.7,4.4,13.0,1926,4,74
1926-11-14,1926,15.1,8.0,21.9,1926,4,75
1926-11-15,1926,11.2,9.4,14.6,1926,4,76
1926-11-16,1926,9.7,6.3,12.9,1926,4,77
1926-11-17,1926,12.8,8.4,16.5,1926,4,78
1926-11-18,1926,11.5,9.4,17.2,1926,4,79
1926-11-19,1926,8.2,6.5,13.5,1926,4,80
1926-11-20,1926,9.4,5.4,11.3,1926,4,81
1926-11-21,1926,7.0,5.6,11.0,1926,4,82
1926-11-22,1926,5.2,3.5,7.1,1926,4,83
1926-11-23,1926,6.5,4.5,11.1,1926,4,84
1926-11-24,1926,5.3,3.5,8.7,1926,4,85
1926-11-25,1926,4.2,2.7,6.6,1926,4,86
1926-11-26,1926,2.0,0.5,4.2,1926,4,87
1926-11-27,1926,2.2,0.0,4.7,1926,4,88
1926-11-28,1926,1.6,0.6,3.7,1926,4,89
1926-11-29,1926,2.3,0.8,5.4,1926,4,90
1926-11-30,1926,2.0,-0.4,4.6,1926,4,91
1926-12-01,1926,1.0,-0.3,3.0,1927,1,1
1926-12-02,1926,1.7,1.1,2.1,1927,1,2
1926-12-03,1926,1.9,1.3,2.6,1927,1,3
1926-12-04,1926,2.4,0.8,3.8,1927,1,4
1926-12-05,1926,0.9,0.3,2.3,1927,1,5
1926-12-06,1926,0.0,-1.7,0.9,1927,1,6
1926-12-07,1926,0.7,-0.2,2.2,1927,1,7
1926-12-08,1926,1.9,0.0,2.9,1927,1,8
1926-12-09,1926,2.5,1.3,4.7,1927,1,9
1926-12-10,1926,4.5,1.5,7.5,1927,1,10
1926-12-11,1926,3.2,2.9,4.4,1927,1,11
1926-12-12,1926,2.6,1.4,4.8,1927,1,12
1926-12-13,1926,0.5,-0.9,4.5,1927,1,13
1926-12-14,1926,2.2,-1.6,5.4,1927,1,14
1926-12-15,1926,2.2,0.5,5.4,1927,1,15
1926-12-16,1926,-0.2,-1.5,2.8,1927,1,16
1926-12-17,1926,2.2,-1.9,3.0,1927,1,17
1926-12-18,1926,2.9,1.0,4.0,1927,1,18
1926-12-19,1926,2.1,0.8,4.2,1927,1,19
1926-12-20,1926,3.9,0.8,5.7,1927,1,20
1926-12-21,1926,1.4,0.7,4.3,1927,1,21
1926-12-22,1926,-1.0,-2.4,0.7,1927,1,22
1926-12-23,1926,-2.1,-3.4,1.5,1927,1,23
1926-12-24,1926,-5.3,-6.6,-3.4,1927,1,24
1926-12-25,1926,-7.2,-7.8,-5.5,1927,1,25
1926-12-26,1926,-6.3,-8.7,-4.8,1927,1,26
1926-12-27,1926,-6.0,-8.9,-2.4,1927,1,27
1926-12-28,1926,-2.8,-7.5,-0.8,1927,1,28
1926-12-29,1926,2.2,-0.8,3.0,1927,1,29
1926-12-30,1926,2.1,0.3,5.2,1927,1,30
1926-12-31,1926,0.4,-2.2,3.4,1927,1,31
1927-01-01,1927,0.7,-0.6,3.9,1927,1,32
1927-01-02,1927,-0.3,-1.7,1.9,1927,1,33
1927-01-03,1927,1.4,-1.9,2.3,1927,1,34
1927-01-04,1927,2.0,1.5,4.0,1927,1,35
1927-01-05,1927,1.1,0.6,2.4,1927,1,36
1927-01-06,1927,1.8,-0.3,3.2,1927,1,37
1927-01-07,1927,3.5,1.8,6.2,1927,1,38
1927-01-08,1927,2.3,1.7,4.0,1927,1,39
1927-01-09,1927,1.8,-0.2,2.6,1927,1,40
1927-01-10,1927,7.0,2.3,8.7,1927,1,41
1927-01-11,1927,6.0,5.3,8.1,1927,1,42
1927-01-12,1927,4.7,3.2,6.5,1927,1,43
1927-01-13,1927,4.8,1.8,8.0,1927,1,44
1927-01-14,1927,3.3,0.9,8.0,1927,1,45
1927-01-15,1927,6.2,1.4,8.4,1927,1,46
1927-01-16,1927,3.2,2.2,5.1,1927,1,47
1927-01-17,1927,2.6,1.5,4.3,1927,1,48
1927-01-18,1927,1.9,0.9,4.0,1927,1,49
1927-01-19,1927,1.1,0.6,1.7,1927,1,50
